Time (s),ECG (mV)
0.0,0.0
0.0040032025620496394,0.0016723534548784076
0.008006405124099279,0.0033428355136594016
0.012009607686148917,0.005009576874374259
0.016012810248198558,0.006670712420968271
0.020016012810248198,0.008324383310401948
0.024019215372297835,0.009968739052732583
0.028022417934347475,0.01160193958184857
0.032025620496397116,0.01322215731453921
0.036028823058446756,0.014827579195595948
0.040032025620496396,0.01641640872665646
0.044035228182546036,0.017986867976521326
0.04803843074459567,0.019537199570693685
0.05204163330664531,0.021065668657915523
0.05604483586869495,0.022570564851500052
0.06004803843074459,0.024050204143287693
0.06405124099279423,0.025502930788084074
0.06805444355484387,0.02692711915647111
0.07205764611689351,0.028321175553918006
0.07606084867894315,0.029683540004156506
0.08006405124099279,0.031012687994824706
0.08406725380304243,0.032307132183426096
0.08807045636509207,0.0335654240616948
0.09207365892714171,0.03478615557650452
0.09607686148919134,0.03596796070550745
0.10008006405124098,0.037109516985739874
0.10408326661329062,0.03820954699348398
0.10808646917534026,0.039266819773729936
0.1120896717373899,0.04028015221763845
0.11609287429943954,0.04124841038646267
0.12009607686148918,0.04217051078044773
0.12409927942353882,0.043045421551288064
0.12810248198558846,0.043872163656785756
0.1321056845476381,0.04464981195641788
0.13610888710968774,0.04537749624658671
0.14011208967173738,0.04605440223439452
0.14411529223378702,0.04667977244885324
0.14811849479583666,0.04725290708850918
0.1521216973578863,0.047773164804534564
0.15612489991993594,0.048239963418409304
0.16012810248198558,0.048652780573390106
0.16413130504403523,0.04901115431903791
0.16813450760608487,0.04931468362814937
0.1721377101681345,0.04956302884551412
0.17614091273018415,0.04975591206799557
0.1801441152922338,0.04989311745550996
0.18414731785428343,0.04997449147255556
0.18815052041633307,0.049999943060021916
0.19215372297838268,0.04996944373708684
0.19615692554043232,0.04988302763308686
0.20016012810248196,0.049740791449325944
0.2041633306645316,0.049542894350864855
0.20816653322658124,0.04928955778841224
0.21216973578863088,0.0489810652505171
0.21617293835068052,0.04861776194633948
0.22017614091273016,0.04820005441935479
0.2241793434747798,0.04772841009242363
0.22818254603682944,0.04720335674473661
0.23218574859887908,0.04662548192121905
0.23618895116092872,0.045995432275056855
0.24019215372297836,0.04531391284407894
0.244195356285028,0.044581686261806176
0.24819855884707764,0.04379957190404963
0.2522017614091273,0.042968444972013076
0.2562049639711769,0.0420892355129258
0.26020816653322654,0.04116292737930158
0.2642113690952762,0.04019055712798861
0.2682145716573258,0.039173212860242196
0.2722177742193755,0.03811203300411822
0.2762209767814251,0.037008205040549996
0.28022417934347477,0.03586296417453393
0.2842273819055244,0.0346775919529111
0.28823058446757405,0.03345341483029133
0.29223378702962366,0.03219180268472475
0.2962369895916733,0.03089416728478139
0.30024019215372294,0.029561960709754864
0.3042433947157726,0.028196673724757093
0.3082465972778222,0.02679983411252337
0.3122497998398719,0.02537300496379348
0.3162530024019215,0.0239177829281829
0.32025620496397117,0.022435796427500623
0.3242594075260208,0.020928703833513564
0.32826261008807045,0.019398191612196056
0.33226581265012006,0.017845972436541815
0.33626901521216973,0.01627378327004926
0.34027221777421934,0.014683383423025706
0.344275420336269,0.013076552583884689
0.3482786228983186,0.011455088827640134
0.3522818254603683,0.009820806603825153
0.3562850280224179,0.008175534706087943
0.3602882305844676,0.0065211142257358265
0.3642914331465172,0.004859396491518385
0.36829463570856685,0.0031922409979543843
0.37229783827061647,0.0015215133245212583
0.37630104083266613,-0.00015091695196471126
0.38030424339471575,-0.0018231783494411903
0.38430744595676536,-0.0034933995748248135
0.388310648518815,-0.005159711618024534
0.39231385108086464,-0.006820249843400241
0.3963170536429143,-0.008473156076326609
0.4003202562049639,-0.010116580682526403
0.4043234587670136,-0.011748684637847522
0.4083266613290632,-0.01336764158616667
0.41232986389111287,-0.014971639883117588
0.4163330664531625,-0.016558884623356297
0.42033626901521215,-0.01812759964909521
0.42433947157726176,-0.019676029537658193
0.42834267413931143,-0.021202441565832914
0.43234587670136104,-0.02270512764882168
0.4363490792634107,-0.024182406251621755
0.4403522818254603,-0.025632624270695733
0.44435548438751,-0.027054158883826604
0.4483586869495596,-0.028445419366087372
0.45236188951160927,-0.02980484886989339
0.4563650920736589,-0.03113092616714492
0.46036829463570855,-0.03242216735151129
0.46437149719775817,-0.03367712749895071
0.46837469975980783,-0.03489440228460863
0.47237790232185745,-0.03607262955428447
0.4763811048839071,-0.03721049084870884
0.4803843074459567,-0.038306712878925
0.4843875100080064,-0.039360068951124205
0.488390712570056,-0.040369380339339705
0.4923939151321057,-0.04133351760446441
0.4963971176941553,-0.042251401858114886
0.500400320256205,-0.04312200596992878
0.5044035228182546,-0.04394435571694356
0.5084067253803042,-0.04471753087377092
0.5124099279423538,-0.045440666242347175
0.5164131305044035,-0.04611295262010648
0.5204163330664531,-0.04673363770549434
0.5244195356285027,-0.04730202693980785
0.5284227381905524,-0.04781748428442021
0.5324259407526021,-0.04827943293252049
0.5364291433146516,-0.048687355954571576
0.5404323458767013,-0.04904079687676452
0.544435548438751,-0.04933936019182152
0.5484387510008006,-0.0495827118015763
0.5524419535628502,-0.04977057939083648
0.5564451561248999,-0.04990275273210957
0.5604483586869495,-0.04997908392085165
0.5644515612489992,-0.049999487540975364
0.5684547638110488,-0.04996394076043234
0.5724579663730984,-0.0498724833567625
0.5764611689351481,-0.04972521767258236
0.5804643714971978,-0.049522308501061624
0.5844675740592473,-0.04926398290151637
0.588470776621297,-0.04895052994532527
0.5924739791833467,-0.04858230039245311
0.5964771817453963,-0.04815970629894354
0.6004803843074459,-0.047683220555820346
0.6044835868694955,-0.04715337635991312
0.6084867894315452,-0.04657076661719973
0.6124899919935949,-0.04593604327933286
0.6164931945556444,-0.045249916614093555
0.6204963971176941,-0.04451315441058753
0.6244995996797438,-0.04372658112007441
0.6285028022417934,-0.04289107693339059
0.632506004803843,-0.042007576795998564
0.6365092073658927,-0.041077069361764744
0.6405124099279423,-0.0401005958866365
0.6445156124899919,-0.039079249063456604
0.6485188150520416,-0.03801417179921836
0.6525220176140912,-0.036906555936130674
0.6565252201761409,-0.035757640917923376
0.6605284227381905,-0.034568712402885414
0.6645316253002401,-0.03334110082518825
0.6685348278622898,-0.0320761799061041
0.6725380304243395,-0.030775365116785042
0.676541232986389,-0.02944011209432339
0.6805444355484387,-0.028071915012865017
0.6845476381104884,-0.02667230491159991
0.688550840672538,-0.02524284798149903
0.6925540432345876,-0.023785143812716472
0.6965572457966372,-0.02230082360461652
0.7005604483586869,-0.02079154834043011
0.7045636509207366,-0.019259006928582206
0.7085668534827861,-0.01770491431277016
0.7125700560448358,-0.016131009552908467
0.7165732586068855,-0.014539053879086803
0.7205764611689351,-0.012930828720719201
0.7245796637309847,-0.011308133713090038
0.7285828662930344,-0.00967278468352662
0.732586068855084,-0.008026611619453625
0.7365892714171337,-0.006371456620601061
0.7405924739791833,-0.004709171837658983
0.7445956765412329,-0.0030416173996847453
0.7485988791032826,-0.0013706593325823076
0.7526020816653323,0.00030183252901693543
0.7566052842273818,0.0019739866341357518
0.7606084867894315,0.003643931809753124
0.7646116893514812,0.005309799354682919
0.7686148919135307,0.006969725130687359
0.7726180944755804,0.00862185164848381
0.77662129703763,0.010264330146311564
0.7806244995996797,0.011895322658732096
0.7846277021617293,0.013513004073348413
0.788630904723779,0.015115564173141416
0.7926341072858286,0.01670120966213765
